﻿시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 성북구 정릉동,1018,1018,0,길음뉴타운데시앙,59.42,202304,18,"48,000",16,1999,서경로 28,,중개거래,서울 성북구
서울특별시 성북구 정릉동,1018,1018,0,길음뉴타운데시앙,59.42,202304,19,"47,000",2,1999,서경로 28,,중개거래,서울 성북구
서울특별시 성북구 정릉동,1021,1021,0,대우,84.83,202304,22,"63,000",9,2001,보국문로30길 15,,중개거래,서울 성북구
서울특별시 성북구 정릉동,1016,1016,0,우방,59.94,202304,17,"43,700",10,1999,북악산로 746,,직거래,-
서울특별시 성북구 정릉동,1028,1028,0,정릉e-편한세상,59.77,202304,8,"57,500",5,2006,솔샘로24길 15,,중개거래,"서울 강북구, 서울 성북구"
서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,84.99,202304,13,"60,500",6,2000,북악산로 813,,중개거래,서울 성북구
서울특별시 성북구 정릉동,406,406,0,정릉푸르지오,59.98,202304,16,"62,800",2,2005,보국문로 19,,중개거래,서울 성북구
서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,114.75,202304,7,"80,000",9,2005,솔샘로25길 28,,중개거래,서울 강북구
서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,84.09,202304,13,"60,000",13,2005,솔샘로25길 28,,중개거래,서울 성북구
서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,59.88,202304,16,"49,500",9,2005,솔샘로 120,,중개거래,서울 성북구
서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,84.09,202304,21,"59,400",17,2005,솔샘로25길 28,,중개거래,서울 성북구
서울특별시 성북구 정릉동,1025,1025,0,정릉힐스테이트,84.92,202304,20,"78,000",7,2004,정릉로 292,,중개거래,서울 성북구
서울특별시 성북구 정릉동,1030,1030,0,정릉힐스테이트1차,84.535,202304,3,"59,000",6,2007,북악산로 831,,직거래,-
서울특별시 성북구 종암동,134,134,0,래미안라센트,114.98,202304,13,"127,000",16,2011,종암로24가길 80,,중개거래,서울 성북구
서울특별시 성북구 종암동,134,134,0,래미안라센트,114.98,202304,21,"131,000",9,2011,종암로24가길 80,,직거래,-
서울특별시 성북구 종암동,80,80,0,삼성래미안,59.99,202304,7,"67,500",5,2004,종암로25길 30,,중개거래,서울 성북구
서울특별시 성북구 종암동,130,130,0,아이파크종암동1차,55.27,202304,13,"65,000",10,2004,종암로21길 127,,중개거래,서울 성북구
서울특별시 성북구 종암동,135,135,0,종암2차SKVIEW,84.97,202304,6,"84,000",5,2010,종암로24길 35,20230428,중개거래,서울 성북구
서울특별시 성북구 종암동,135,135,0,종암2차SKVIEW,84.97,202304,6,"84,000",5,2010,종암로24길 35,,중개거래,서울 성북구
서울특별시 성북구 종암동,135,135,0,종암2차SKVIEW,84.97,202304,21,"83,000",15,2010,종암로24길 35,,중개거래,서울 성북구
서울특별시 성북구 종암동,104-1,104,1,종암에스케이,59.04,202304,9,"53,500",9,1999,종암로24가길 53,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,219,219,0,동신,59.88,202304,15,"55,000",21,1998,오패산로3길 17,,중개거래,"서울 관악구, 서울 성북구"
서울특별시 성북구 하월곡동,225,225,0,래미안월곡,59.754,202304,14,"67,500",6,2006,오패산로 90,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,225,225,0,래미안월곡,59.754,202304,20,"68,000",16,2006,오패산로 90,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,90-700,90,700,베로니스,54.14,202304,5,"60,000",4,2020,화랑로1길 7,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,90-700,90,700,베로니스,52.9,202304,9,"60,000",6,2020,화랑로1길 7,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,949,949,0,상그레빌,80.16,202304,3,"69,000",7,2004,회기로5길 100,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,114.752,202304,2,"86,300",10,2003,오패산로 46,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,202304,2,"65,000",3,2003,오패산로 46,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,202304,9,"62,500",11,2003,오패산로 46,20230421,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,202304,9,"62,500",10,2003,오패산로 46,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,202304,15,"61,000",2,2003,오패산로 46,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,202304,15,"60,000",1,2003,오패산로 46,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,59.855,202304,15,"64,300",18,2003,오패산로 46,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,226,226,0,월곡래미안루나밸리,84.88,202304,7,"87,000",13,2007,월곡로14길 26,,중개거래,서울 성북구
서울특별시 성북구 하월곡동,226,226,0,월곡래미안루나밸리,59.98,202304,30,"72,500",21,2007,월곡로14길 26,,중개거래,서울 성북구
서울특별시 송파구 가락동,140,140,0,가락(1차)쌍용아파트,59.92,202304,8,"104,000",5,1997,동남로 193,,중개거래,"서울 마포구, 서울 송파구"
서울특별시 송파구 가락동,140,140,0,가락(1차)쌍용아파트,59.92,202304,9,"105,000",20,1997,동남로 193,,중개거래,서울 송파구
서울특별시 송파구 가락동,53,53,0,"가락3차쌍용스윗닷홈101동,102동",84.99,202304,8,"110,000",10,2005,송이로21길 23,,중개거래,서울 송파구
서울특별시 송파구 가락동,138,138,0,가락미륭아파트,83.58,202304,1,"111,000",13,1986,동남로11길 4,,중개거래,서울 송파구
서울특별시 송파구 가락동,8,8,0,가락스타클래스,115.94,202304,9,"110,000",9,2007,오금로 306,,중개거래,서울 송파구
서울특별시 송파구 가락동,06월 21일,21,6,가락쌍용(2차),84.42,202304,15,"119,000",21,1999,송이로15길 31,,중개거래,서울 송파구
서울특별시 송파구 가락동,166-15,166,15,대련,40.97,202304,15,"34,400",2,2001,동남로20길 3,,중개거래,서울 송파구
서울특별시 송파구 가락동,98,98,0,두산위브,30.2,202304,1,"25,000",13,2004,송파대로30길 16,,중개거래,서울 송파구
서울특별시 송파구 가락동,165,165,0,래미안파크팰리스,84.924,202304,1,"139,000",11,2007,동남로 225,,중개거래,서울 송파구
서울특별시 송파구 가락동,165,165,0,래미안파크팰리스,84.885,202304,8,"139,000",18,2007,동남로 225,,중개거래,서울 송파구
서울특별시 송파구 가락동,166-10,166,10,진넥스베르디엠,59.9918,202304,18,"80,000",16,2017,동남로 234,,중개거래,서울 송파구
서울특별시 송파구 가락동,199,199,0,프라자,84.67,202304,13,"118,000",6,1985,문정로 125,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,84.98,202304,1,"183,000",22,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,39.86,202304,3,"105,000",19,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,110.66,202304,5,"231,500",8,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,84.98,202304,5,"187,000",12,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,84.98,202304,6,"180,000",24,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,110.44,202304,6,"208,800",23,2018,송파대로 345,,직거래,-
서울특별시 송파구 가락동,913,913,0,헬리오시티,84.98,202304,10,"180,000",3,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,99.6,202304,10,"204,500",13,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,39.86,202304,13,"108,000",12,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,84.95,202304,17,"185,000",8,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,913,913,0,헬리오시티,99.6,202304,19,"182,000",16,2018,송파대로 345,,직거래,-
서울특별시 송파구 가락동,913,913,0,헬리오시티,84.98,202304,22,"189,000",22,2018,송파대로 345,,중개거래,서울 송파구
서울특별시 송파구 가락동,171-5,171,5,현대7,84.65,202304,5,"94,000",1,1991,오금로44가길 27,,중개거래,서울 송파구
서울특별시 송파구 거여동,696,696,0,e편한세상송파파크센트럴,59.94,202304,1,"100,000",1,2021,오금로 551,,중개거래,서울 송파구
서울특별시 송파구 거여동,696,696,0,e편한세상송파파크센트럴,84.94,202304,5,"125,000",14,2021,오금로 551,,중개거래,서울 영등포구
서울특별시 송파구 거여동,696,696,0,e편한세상송파파크센트럴,59.96,202304,19,"107,000",1,2021,오금로 551,,중개거래,서울 송파구
서울특별시 송파구 거여동,290,290,0,거여1단지,59.73,202304,8,"81,000",8,1997,양산로8길 8,,중개거래,"서울 마포구, 서울 송파구"
서울특별시 송파구 거여동,294,294,0,거여5단지,59.4,202304,8,"71,000",13,1997,양산로4길 16,,중개거래,서울 송파구
서울특별시 송파구 거여동,136,136,0,삼호아파트,59.79,202304,17,"65,000",10,1999,거마로9길 19,,중개거래,서울 송파구
서울특별시 송파구 거여동,697,697,0,송파시그니처롯데캐슬,84.98,202304,7,"110,000",18,2021,거마로 56,20230413,중개거래,경기 성남중원구
서울특별시 송파구 거여동,697,697,0,송파시그니처롯데캐슬,84.98,202304,17,"110,000",18,2021,거마로 56,,중개거래,경기 성남중원구
서울특별시 송파구 거여동,654,654,0,송파위례리슈빌,116.6104,202304,8,"164,000",12,2021,위례송파로 124,,중개거래,서울 송파구
서울특별시 송파구 문정동,145,145,0,문정시영,46.26,202304,4,"69,000",12,1989,송이로31길 56,,중개거래,서울 송파구
서울특별시 송파구 문정동,145,145,0,문정시영,35.46,202304,8,"53,500",14,1989,송이로31길 56,,중개거래,서울 송파구
서울특별시 송파구 문정동,89-15,89,15,보라뷰2,72.95,202304,8,"57,000",3,2004,문정로4길 21,,중개거래,서울 송파구
서울특별시 송파구 문정동,150,150,0,올림픽훼밀리타운,117.585,202304,5,"183,300",15,1988,중대로 24,,중개거래,서울 송파구
서울특별시 송파구 문정동,150,150,0,올림픽훼밀리타운,136.325,202304,5,"207,000",10,1988,중대로 24,,중개거래,서울 송파구
서울특별시 송파구 문정동,618,618,0,파크하비오,84.9342,202304,3,"128,500",4,2016,송파대로 111,,중개거래,서울 송파구
서울특별시 송파구 문정동,618,618,0,파크하비오,84.9342,202304,4,"125,500",5,2016,송파대로 111,,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,62.19,202304,1,"152,250",1,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,100.82,202304,1,"202,000",9,1988,양재대로 1218,20230424,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,100.82,202304,1,"202,000",9,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,131.76,202304,6,"285,000",8,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,83.06,202304,15,"175,000",20,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,100.82,202304,15,"205,000",12,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌3단지,100.31,202304,21,"209,000",12,1988,양재대로 1218,,중개거래,"서울 광진구, 서울 송파구"
서울특별시 송파구 방이동,Apr-51,51,4,올림픽카운티,56.22,202304,6,"62,300",18,2003,백제고분로 497,,중개거래,서울 송파구
서울특별시 송파구 석촌동,03월 24일,24,3,석촌호수효성해링턴타워,15.8307,202304,8,"20,800",7,2015,석촌호수로 210,,중개거래,서울 송파구
서울특별시 송파구 석촌동,285,285,0,잠실한솔,84.87,202304,7,"128,000",19,2000,백제고분로 348,,중개거래,서울 송파구
서울특별시 송파구 석촌동,226-2,226,2,현대(201),48,202304,2,"31,500",7,2004,가락로3길 3-11,,중개거래,서울 송파구
서울특별시 송파구 송파동,166,166,0,가락삼익맨숀,108.338,202304,5,"140,500",4,1984,오금로32길 5,,중개거래,서울 송파구
서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,105.99,202304,1,"138,000",17,2001,오금로32길 14,,중개거래,서울 송파구
서울특별시 송파구 송파동,119,119,0,한양아파트,137.28,202304,10,"164,000",6,1983,가락로 187,,중개거래,"경기 하남시, 서울 송파구"
서울특별시 송파구 송파동,119,119,0,한양아파트,158.61,202304,12,"182,000",7,1983,가락로 187,,중개거래,서울 송파구
서울특별시 송파구 신천동,07월 18일,7,18,롯데캐슬골드,148.15,202304,1,"200,000",22,2005,올림픽로 269,,중개거래,서울 송파구
서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,2,"157,000",4,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,7,7,0,장미1,120,202304,14,"220,000",14,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,17,"160,000",7,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,7,7,0,장미1,82.45,202304,18,"180,000",14,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,20,"165,000",6,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,7,7,0,장미1,71.2,202304,21,"159,000",14,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,11,11,0,장미2,99,202304,25,"200,000",6,1979,올림픽로35길 104,,중개거래,서울 송파구
서울특별시 송파구 신천동,17,17,0,파크리오,59.64,202304,7,"144,000",3,2008,올림픽로 435,,중개거래,"대구 수성구, 서울 송파구"
서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202304,8,"184,500",12,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202304,10,"185,000",14,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202304,11,"85,000",11,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시 송파구 신천동,17,17,0,파크리오,84.79,202304,13,"193,000",15,2008,올림픽로 435,,중개거래,"경기 안양만안구, 서울 송파구"
서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202304,19,"158,000",6,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시 송파구 신천동,17,17,0,파크리오,84.9,202304,21,"186,000",21,2008,올림픽로 435,,중개거래,"서울 서초구, 서울 송파구"
서울특별시 송파구 오금동,135,135,0,송파두산위브,59.9823,202304,2,"84,000",22,2019,성내천로 103,,중개거래,"서울 송파구, 서울 영등포구"
서울특별시 송파구 오금동,135,135,0,송파두산위브,59.9823,202304,3,"86,600",13,2019,성내천로 103,,중개거래,서울 송파구
서울특별시 송파구 오금동,11,11,0,현대백조,31,202304,10,"55,500",8,1997,양재대로72길 20,,중개거래,서울 송파구
서울특별시 송파구 오금동,11,11,0,현대백조,31,202304,13,"56,700",8,1997,양재대로72길 20,,중개거래,경기 하남시
서울특별시 송파구 잠실동,40,40,0,갤러리아팰리스,151.633,202304,24,"280,000",34,2005,올림픽로 212,,중개거래,서울 송파구
서울특별시 송파구 잠실동,44,44,0,레이크팰리스,59.97,202304,4,"160,000",17,2006,잠실로 88,,중개거래,서울 송파구
서울특별시 송파구 잠실동,44,44,0,레이크팰리스,84.82,202304,5,"200,000",8,2006,잠실로 88,,중개거래,서울 송파구
서울특별시 송파구 잠실동,44,44,0,레이크팰리스,59.97,202304,7,"158,000",15,2006,잠실로 88,,중개거래,서울 송파구
서울특별시 송파구 잠실동,44,44,0,레이크팰리스,84.82,202304,27,"200,000",13,2006,잠실로 88,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,27.68,202304,2,"82,000",2,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202304,3,"207,000",7,2008,올림픽로 135,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202304,4,"205,000",7,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202304,5,"205,000",19,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202304,8,"202,000",16,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202304,18,"212,000",20,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 송파구 잠실동,22,22,0,리센츠,27.68,202304,19,"86,000",13,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시 송파구 잠실동,86,86,0,아시아선수촌아파트,178.325,202304,3,"400,000",6,1986,올림픽로4길 15,,중개거래,서울 송파구
서울특별시 송파구 잠실동,86,86,0,아시아선수촌아파트,151.008,202304,10,"310,000",1,1986,올림픽로4길 15,,중개거래,서울 송파구
서울특별시 송파구 잠실동,320,320,0,우성4차,81.14,202304,10,"129,000",13,1983,백제고분로18길 30,,중개거래,서울 송파구
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,202304,5,"218,500",11,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,202304,5,"215,000",22,2008,올림픽로 99,,중개거래,"서울 송파구, 서울 용산구"
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,202304,22,"181,000",21,2008,올림픽로 99,,직거래,-
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,202304,22,"216,000",16,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시 송파구 잠실동,19,19,0,잠실엘스,119.93,202304,24,"315,000",26,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시 송파구 잠실동,19,19,0,잠실엘스,84.8,202304,26,"212,000",14,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시 송파구 잠실동,27,27,0,주공아파트 5단지,82.61,202304,2,"267,600",7,1978,송파대로 567,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,59.88,202304,1,"165,000",8,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,114.7,202304,3,"245,000",13,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,84.95,202304,8,"203,000",26,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,84.95,202304,12,"210,000",19,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,84.83,202304,14,"210,000",10,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,114.7,202304,14,"255,000",16,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,84.83,202304,14,"190,000",8,2007,잠실로 62,,중개거래,서울 송파구
서울특별시 송파구 잠실동,35,35,0,트리지움,84.97,202304,18,"178,000",1,2007,잠실로 62,,중개거래,"서울 강동구, 서울 송파구"
서울특별시 송파구 잠실동,35,35,0,트리지움,59.88,202304,26,"167,000",24,2007,잠실로 62,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 송파구 장지동,879,879,0,송파더센트레,51.82,202304,1,"87,000",4,2013,위례광장로 163,,중개거래,서울 송파구
서울특별시 송파구 장지동,879,879,0,송파더센트레,51.82,202304,1,"93,000",19,2013,위례광장로 163,,중개거래,서울 송파구
서울특별시 송파구 장지동,879,879,0,송파더센트레,51.82,202304,8,"89,500",8,2013,위례광장로 163,,중개거래,서울 송파구
서울특별시 송파구 장지동,879,879,0,송파더센트레,51.77,202304,16,"93,000",13,2013,위례광장로 163,,중개거래,서울 송파구
서울특별시 송파구 장지동,849,849,0,송파파인타운3단지,84.98,202304,1,"100,000",10,2008,충민로 152,,중개거래,서울 송파구
서울특별시 송파구 장지동,849,849,0,송파파인타운3단지,84.98,202304,3,"107,500",4,2008,충민로 152,,중개거래,서울 송파구
서울특별시 송파구 장지동,849,849,0,송파파인타운3단지,84.94,202304,14,"113,000",4,2008,충민로 152,,중개거래,서울 송파구
서울특별시 송파구 장지동,849,849,0,송파파인타운3단지,84.94,202304,26,"103,000",1,2008,충민로 152,,중개거래,서울 송파구
서울특별시 송파구 장지동,901,901,0,위례24단지(꿈에그린),51.77,202304,6,"93,500",14,2013,위례광장로 121,,중개거래,서울 송파구
서울특별시 송파구 장지동,901,901,0,위례24단지(꿈에그린),51.77,202304,6,"89,300",15,2013,위례광장로 121,,중개거래,"경기 성남수정구, 서울 송파구"
서울특별시 송파구 장지동,901,901,0,위례24단지(꿈에그린),51.77,202304,8,"91,500",12,2013,위례광장로 121,,중개거래,"경기 하남시, 서울 송파구"
서울특별시 송파구 장지동,901,901,0,위례24단지(꿈에그린),59.63,202304,8,"109,300",4,2013,위례광장로 121,,중개거래,서울 송파구
서울특별시 송파구 장지동,884,884,0,위례2차아이파크,115.6488,202304,1,"186,000",16,2016,위례광장로 230,,중개거래,서울 송파구
서울특별시 송파구 장지동,884,884,0,위례2차아이파크,108.1376,202304,7,"176,000",19,2016,위례광장로 230,,중개거래,서울 송파구
서울특별시 송파구 장지동,883,883,0,힐스테이트송파위례,101.8,202304,10,"155,000",26,2016,위례광장로 170,,중개거래,서울 송파구
서울특별시 송파구 풍납동,506,506,0,동아한가람1,84.38,202304,8,"110,000",13,1995,한가람로 446,,중개거래,서울 송파구
서울특별시 송파구 풍납동,413-1,413,1,현대1,83.02,202304,8,"114,000",17,1995,올림픽로 525,,중개거래,서울 송파구
서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202304,11,"64,000",11,1999,토성로 37,,중개거래,서울 송파구
서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,202304,15,"64,300",9,1999,토성로 37,,중개거래,서울 송파구
서울특별시 양천구 목동,752-1,752,1,극동늘푸른,59.91,202304,19,"79,500",5,1998,목동중앙본로 10,,중개거래,서울 양천구
서울특별시 양천구 목동,955,955,0,근상프리즘,92.34,202304,1,"59,000",4,2004,목동중앙본로2길 45,,직거래,-
서울특별시 양천구 목동,941,941,0,대원칸타빌2,84.98,202304,9,"102,500",11,2003,목동중앙로 11,,중개거래,서울 양천구
서울특별시 양천구 목동,956,956,0,롯데캐슬위너,59.98,202304,5,"81,000",1,2005,목동중앙북로 38,,중개거래,서울 양천구
서울특별시 양천구 목동,405,405,0,목동대림,84.82,202304,10,"105,000",4,1994,목동동로12길 23,,중개거래,"서울 강북구, 서울 양천구"
서울특별시 양천구 목동,965,965,0,목동롯데캐슬마에스트로,59.9846,202304,3,"94,500",7,2019,목동중앙북로8길 71,,중개거래,서울 양천구
서울특별시 양천구 목동,904,904,0,목동신시가지4,65.34,202304,18,"135,000",8,1986,목동서로 130,,중개거래,서울 양천구
서울특별시 양천구 목동,904,904,0,목동신시가지4,95.67,202304,19,"193,000",3,1986,목동서로 130,,중개거래,"서울 양천구, 서울 영등포구"
서울특별시 양천구 목동,912,912,0,목동신시가지5,95.27,202304,13,"200,000",5,1986,목동동로 350,,중개거래,서울 양천구
서울특별시 양천구 목동,911,911,0,목동신시가지6,95.03,202304,19,"182,500",6,1986,목동동로 430,,중개거래,서울 양천구
서울특별시 양천구 목동,925,925,0,목동신시가지7,59.39,202304,12,"138,500",4,1986,목동로 212,,중개거래,서울 양천구
서울특별시 양천구 목동,925,925,0,목동신시가지7,66.6,202304,15,"161,000",10,1986,목동로 186,,중개거래,서울 양천구
서울특별시 양천구 목동,925,925,0,목동신시가지7,66.6,202304,15,"168,000",5,1986,목동로 212,,중개거래,서울 양천구
서울특별시 양천구 목동,925,925,0,목동신시가지7,53.88,202304,21,"133,000",6,1986,목동로 186,,중개거래,서울 양천구
서울특별시 양천구 목동,925,925,0,목동신시가지7,59.39,202304,24,"140,000",2,1986,목동로 212,,중개거래,서울 양천구
서울특별시 양천구 목동,908-28,908,28,부영2,123.08,202304,15,"150,000",14,2000,목동동로 401,,중개거래,서울 양천구
서울특별시 양천구 목동,709-2,709,2,성원2,59.9,202304,11,"58,000",5,2000,목동중앙남로 100,,중개거래,서울 양천구
서울특별시 양천구 목동,200,200,0,우성,84.63,202304,19,"112,500",9,1992,목동중앙로 143,,중개거래,서울 양천구
서울특별시 양천구 목동,200,200,0,우성,84.44,202304,20,"110,000",7,1992,목동중앙로 143,,중개거래,"서울 양천구, 서울 영등포구"
서울특별시 양천구 목동,200,200,0,우성,84.44,202304,21,"104,500",3,1992,목동중앙로 143,,중개거래,서울 양천구
서울특별시 양천구 신월동,1043,1043,0,길훈엔트런스빌,58.89,202304,15,"41,500",1,2005,곰달래로11길 21,,중개거래,서울 양천구
서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,59.948,202304,7,"71,000",5,2014,중앙로29길 61,,중개거래,서울 양천구
서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,84.966,202304,7,"91,000",10,2014,중앙로29길 61,,중개거래,서울 양천구
서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,59.948,202304,8,"70,500",18,2014,중앙로29길 61,,중개거래,서울 양천구
서울특별시 양천구 신월동,1057,1057,0,롯데캐슬(1057-0),70.91,202304,3,"73,000",3,2010,오목로5길 19,,중개거래,서울 양천구
서울특별시 양천구 신월동,500-21,500,21,리슈리안,50.3,202304,12,"46,000",9,2015,중앙로 311,,중개거래,서울 양천구
서울특별시 양천구 신월동,1075,1075,0,목동센트럴아이파크위브1단지,84.98,202304,6,"98,000",13,2020,남부순환로83길 17,,중개거래,"서울 강남구, 서울 양천구"
서울특별시 양천구 신월동,1076,1076,0,목동센트럴아이파크위브2단지,84.97,202304,1,"92,080",2,2020,남부순환로83길 18,,중개거래,서울 양천구
서울특별시 양천구 신월동,1076,1076,0,목동센트럴아이파크위브2단지,59.88,202304,11,"81,000",13,2020,남부순환로83길 18,,중개거래,서울 양천구
서울특별시 양천구 신월동,1076,1076,0,목동센트럴아이파크위브2단지,59.88,202304,14,"70,000",9,2020,남부순환로83길 18,,직거래,-
서울특별시 양천구 신월동,1077,1077,0,목동센트럴아이파크위브3단지,84.98,202304,17,"96,500",6,2020,남부순환로83길 48,,중개거래,서울 양천구
서울특별시 양천구 신월동,1077,1077,0,목동센트럴아이파크위브3단지,52.85,202304,18,"65,500",5,2020,남부순환로83길 48,,중개거래,서울 양천구
서울특별시 양천구 신월동,1078,1078,0,목동센트럴아이파크위브4단지,52.85,202304,16,"69,500",13,2020,남부순환로83길 47,,중개거래,서울 양천구
서울특별시 양천구 신월동,1030,1030,0,방주기픈샘,80.395,202304,12,"49,000",5,2004,월정로8길 8,,중개거래,서울 양천구
서울특별시 양천구 신월동,1022,1022,0,벽산블루밍1단지,84.5766,202304,4,"67,500",5,2003,신정로13길 50,,중개거래,서울 양천구
서울특별시 양천구 신월동,1022,1022,0,벽산블루밍1단지,59.9465,202304,15,"60,000",15,2003,신정로13길 50,,중개거래,서울 양천구
서울특별시 양천구 신월동,1023,1023,0,벽산블루밍2단지,59.822,202304,13,"57,000",4,2003,신정로13길 51,,중개거래,서울 양천구
서울특별시 양천구 신월동,558-7,558,7,삼성,84.78,202304,10,"45,500",3,2002,신월로10길 16,,중개거래,서울 양천구
